,Country,Code,Year,Gini coefficient
865,Latvia,LVA,2008,0.3581789871581941
866,Latvia,LVA,2009,0.3483174057105631
867,Latvia,LVA,2010,0.3503441017476636
868,Latvia,LVA,2011,0.3577436934075939
869,Latvia,LVA,2012,0.3523768850751687
870,Latvia,LVA,2013,0.3550057059573657
871,Latvia,LVA,2014,0.3511523299927969
872,Latvia,LVA,2015,0.3420443516233862
873,Latvia,LVA,2016,0.3432962990267049
874,Latvia,LVA,2017,0.3557193461819441
875,Latvia,LVA,2018,0.3509615142209008
876,Latvia,LVA,2019,0.3448953888885434
877,Lebanon,LBN,2011,0.3183244967411449
878,Lesotho,LSO,2002,0.5157492355421905
879,Lesotho,LSO,2017,0.4487970137435177
880,Liberia,LBR,2007,0.3647774500627827
881,Liberia,LBR,2014,0.3323788430829755
882,Liberia,LBR,2016,0.3526546118973468
883,Lithuania,LTU,2000,0.3167493392276617
884,Lithuania,LTU,2001,0.3201227463709087
885,Lithuania,LTU,2002,0.3191556761392335
886,Lithuania,LTU,2003,0.3545648688086679
887,Lithuania,LTU,2004,0.3520401582348517
888,Lithuania,LTU,2005,0.3530220753928308
889,Lithuania,LTU,2006,0.3441898709030896
890,Lithuania,LTU,2007,0.3479718893462099
891,Lithuania,LTU,2008,0.37055656672702
892,Lithuania,LTU,2009,0.3722598740930499
893,Lithuania,LTU,2010,0.3361930591882244
894,Lithuania,LTU,2011,0.3249105251479964
895,Lithuania,LTU,2012,0.3509868148524656
896,Lithuania,LTU,2013,0.3531114647979293
897,Lithuania,LTU,2014,0.3768144196775759
898,Lithuania,LTU,2015,0.3737522380387583
899,Lithuania,LTU,2016,0.3839120603606409
900,Lithuania,LTU,2017,0.3728969917547392
901,Lithuania,LTU,2018,0.3570780770405716
902,Lithuania,LTU,2019,0.3525315148553933
903,Luxembourg,LUX,2000,0.3044730223281299
904,Luxembourg,LUX,2003,0.3018747238639327
905,Luxembourg,LUX,2004,0.3017269779124621
906,Luxembourg,LUX,2005,0.3084080789006824
907,Luxembourg,LUX,2006,0.3094812021092055
908,Luxembourg,LUX,2007,0.311337503205697
909,Luxembourg,LUX,2008,0.3256154476251994
910,Luxembourg,LUX,2009,0.3119691795909921
911,Luxembourg,LUX,2010,0.3050437806996844
912,Luxembourg,LUX,2011,0.3205411959298541
913,Luxembourg,LUX,2012,0.3434714848838827
914,Luxembourg,LUX,2013,0.3203604611251579
915,Luxembourg,LUX,2014,0.3115831771044689
916,Luxembourg,LUX,2015,0.3292223286441645
917,Luxembourg,LUX,2016,0.3172798278921666
918,Luxembourg,LUX,2017,0.3451573994503358
919,Luxembourg,LUX,2018,0.3536809440930619
920,Luxembourg,LUX,2019,0.3424126199068633
921,Madagascar,MDG,2001,0.4743542996374414
922,Madagascar,MDG,2005,0.3993717914059934
923,Madagascar,MDG,2010,0.4241748756953225
924,Madagascar,MDG,2012,0.4264818226834529
925,Malawi,MWI,2004,0.3987346035344173
926,Malawi,MWI,2010,0.4547597114522977
927,Malawi,MWI,2016,0.4469430781747893
928,Malawi,MWI,2019,0.3854317496683926
929,Malaysia,MYS,2003,0.464162023882681
930,Malaysia,MYS,2006,0.4475234946974202
931,Malaysia,MYS,2008,0.4547971222914022
932,Malaysia,MYS,2011,0.4394359675588655
933,Malaysia,MYS,2013,0.4134882666564541
934,Malaysia,MYS,2015,0.4106639837531249
935,Maldives,MDV,2002,0.4131202677034142
936,Maldives,MDV,2009,0.3837276375013643
937,Maldives,MDV,2016,0.3128564712743542
938,Maldives,MDV,2019,0.2928509126982113
939,Mali,MLI,2001,0.3986728255895362
940,Mali,MLI,2006,0.3892996202687648
941,Mali,MLI,2009,0.3303795578084716
942,Mali,MLI,2018,0.3613692014891341
943,Malta,MLT,2006,0.2801997613556565
944,Malta,MLT,2007,0.2920773955229954
945,Malta,MLT,2008,0.2899550662665748
946,Malta,MLT,2009,0.3024479703189097
947,Malta,MLT,2010,0.2902586675511401
948,Malta,MLT,2011,0.2914259120707824
949,Malta,MLT,2012,0.2936044857207419
950,Malta,MLT,2013,0.2884366376984589
951,Malta,MLT,2014,0.2902034650813192
952,Malta,MLT,2015,0.2943377335898085
953,Malta,MLT,2016,0.2908911446068348
954,Malta,MLT,2017,0.29232238644573
955,Malta,MLT,2018,0.2866508622408998
956,Malta,MLT,2019,0.310420821380047
957,Marshall Islands,MHL,2019,0.3548294288795409
958,Mauritania,MRT,2000,0.3902847355797834
959,Mauritania,MRT,2004,0.4016877035410349
960,Mauritania,MRT,2008,0.3568537820273938
961,Mauritania,MRT,2014,0.3261934988227015
962,Mauritius,MUS,2006,0.3565342212479708
963,Mauritius,MUS,2012,0.3846539852587812
964,Mauritius,MUS,2017,0.3676120593795564
965,Mexico,MEX,2000,0.5258396573713688
966,Mexico,MEX,2002,0.5008865457542881
967,Mexico,MEX,2004,0.5003007634851782
968,Mexico,MEX,2005,0.5012035866885656
969,Mexico,MEX,2006,0.4893605282350798
970,Mexico,MEX,2008,0.4988384765794411
971,Mexico,MEX,2010,0.4721390937230654
972,Mexico,MEX,2012,0.487134660472487
973,Mexico,MEX,2014,0.4872243903544354
974,Mexico,MEX,2016,0.4767771275492158
975,Mexico,MEX,2018,0.4670695530062811
976,Micronesia (country),FSM,2005,0.4235579827124629
977,Micronesia (country),FSM,2013,0.4005763132327369
978,Micronesia (country) - urban,,2000,0.6326196916143099
979,Moldova,MDA,2000,0.3642569067185078
980,Moldova,MDA,2001,0.3798919351663601
981,Moldova,MDA,2002,0.3584590716152174
982,Moldova,MDA,2003,0.3490208526442752
983,Moldova,MDA,2004,0.3502956660526319
984,Moldova,MDA,2005,0.362808379295648
985,Moldova,MDA,2006,0.354009266043423
986,Moldova,MDA,2007,0.3442104094251149
987,Moldova,MDA,2008,0.3469244308874357
988,Moldova,MDA,2009,0.32910908035257
989,Moldova,MDA,2010,0.320509202088989
990,Moldova,MDA,2011,0.3062857565763105
991,Moldova,MDA,2012,0.2915883934851393
992,Moldova,MDA,2013,0.2853415888889699
993,Moldova,MDA,2014,0.2683385256008489
994,Moldova,MDA,2015,0.2702815808188439
995,Moldova,MDA,2016,0.2634538678786378
996,Moldova,MDA,2017,0.2589924475059301
997,Moldova,MDA,2018,0.2566164807245337
998,Moldova,MDA,2019,0.2601664666961418
999,Mongolia,MNG,2002,0.328929481289381
1000,Mongolia,MNG,2007,0.3582187140554911
1001,Mongolia,MNG,2010,0.3308121209995188
1002,Mongolia,MNG,2011,0.3388350747357589
1003,Mongolia,MNG,2012,0.3375161508836776
1004,Mongolia,MNG,2014,0.3203778993121614
1005,Mongolia,MNG,2016,0.3234573282626243
1006,Mongolia,MNG,2018,0.32740990379669
1007,Montenegro,MNE,2005,0.3021727638783129
1008,Montenegro,MNE,2006,0.3003535960847907
1009,Montenegro,MNE,2007,0.3144806772720313
1010,Montenegro,MNE,2008,0.3048799355271608
1011,Montenegro,MNE,2009,0.310085163320923
1012,Montenegro,MNE,2010,0.2889309673494812
1013,Montenegro,MNE,2011,0.3081985384468271
1014,Montenegro,MNE,2012,0.322737360459538
1015,Montenegro,MNE,2013,0.3244293633664122
1016,Montenegro,MNE,2014,0.319265220114987
1017,Montenegro,MNE,2015,0.3900503341273924
1018,Montenegro,MNE,2016,0.3848794611715274
1019,Montenegro,MNE,2017,0.3690682380146614
1020,Montenegro,MNE,2018,0.368119267302466
1021,Morocco,MAR,2000,0.4063700844772159
1022,Morocco,MAR,2006,0.4071830246784665
1023,Morocco,MAR,2013,0.3954850870115622
1024,Mozambique,MOZ,2002,0.4703906957738243
1025,Mozambique,MOZ,2008,0.4557833707287263
1026,Mozambique,MOZ,2014,0.5399668162273381
1027,Myanmar,MMR,2015,0.3806850920474182
1028,Myanmar,MMR,2017,0.3069686952136355
1029,Namibia,NAM,2003,0.633187597932559
1030,Namibia,NAM,2009,0.6096517549255236
1031,Namibia,NAM,2015,0.5906661436784657
1032,Nauru,NRU,2012,0.3476618146165543
1033,Nepal,NPL,2003,0.4376810431071803
1034,Nepal,NPL,2010,0.3284058617688757
1035,Netherlands,NLD,2004,0.2980002606993465
1036,Netherlands,NLD,2005,0.2904823025428976
1037,Netherlands,NLD,2006,0.3004332658009901
1038,Netherlands,NLD,2007,0.2959277822229548
1039,Netherlands,NLD,2008,0.2929801219819223
1040,Netherlands,NLD,2009,0.2788199724132741
1041,Netherlands,NLD,2010,0.2784524730895065
1042,Netherlands,NLD,2011,0.2775008685034135
1043,Netherlands,NLD,2012,0.2762093080077552
1044,Netherlands,NLD,2013,0.2810647938668688
1045,Netherlands,NLD,2014,0.2863141872248779
1046,Netherlands,NLD,2015,0.2824157950619425
1047,Netherlands,NLD,2016,0.2817356975068366
1048,Netherlands,NLD,2017,0.2853581942783637
1049,Netherlands,NLD,2018,0.2812108040445857
1050,Netherlands,NLD,2019,0.2924833284839236
1051,Nicaragua,NIC,2001,0.4299820215351255
1052,Nicaragua,NIC,2005,0.4053198771230772
1053,Nicaragua,NIC,2009,0.4394216095804693
1054,Nicaragua,NIC,2014,0.4615629418573037
1055,Niger,NER,2005,0.4442544419223084
1056,Niger,NER,2007,0.3730445422997349
1057,Niger,NER,2011,0.3145171463826841
1058,Niger,NER,2014,0.3427657603785815
1059,Niger,NER,2018,0.372810448544046
1060,Nigeria,NGA,2003,0.4006357930428535
1061,Nigeria,NGA,2010,0.356502096911836
1062,Nigeria,NGA,2012,0.3551300721594593
1063,Nigeria,NGA,2015,0.3587977866103451
1064,Nigeria,NGA,2018,0.3512774279386329
1065,North Macedonia,MKD,2000,0.3426387208961874
1066,North Macedonia,MKD,2002,0.3850906829653562
1067,North Macedonia,MKD,2003,0.3872239316828584
1068,North Macedonia,MKD,2004,0.384325517205212
1069,North Macedonia,MKD,2005,0.3930525011015623
1070,North Macedonia,MKD,2006,0.4264250318090545
1071,North Macedonia,MKD,2008,0.4614162556030415
1072,North Macedonia,MKD,2009,0.4276445516941825
1073,North Macedonia,MKD,2010,0.4016062200807281
1074,North Macedonia,MKD,2011,0.3937410663666019
1075,North Macedonia,MKD,2012,0.3813651741315856
1076,North Macedonia,MKD,2013,0.3624293619518693
1077,North Macedonia,MKD,2014,0.3520543445481174
1078,North Macedonia,MKD,2015,0.3559465911430172
1079,North Macedonia,MKD,2016,0.3453469060847217
1080,North Macedonia,MKD,2017,0.342002030630848
1081,North Macedonia,MKD,2018,0.3296070245478671
1082,Norway,NOR,2000,0.2735878525424821
1083,Norway,NOR,2003,0.2762729372891216
1084,Norway,NOR,2004,0.3157907691629881
1085,Norway,NOR,2005,0.3059755725168187
1086,Norway,NOR,2006,0.263541735018879
1087,Norway,NOR,2007,0.2709081417669906
1088,Norway,NOR,2008,0.2699653254894942
1089,Norway,NOR,2009,0.2615836863213344
1090,Norway,NOR,2010,0.2572396667411964
1091,Norway,NOR,2011,0.2530036515892793
1092,Norway,NOR,2012,0.2572626088746469
1093,Norway,NOR,2013,0.2636120326508575
1094,Norway,NOR,2014,0.2675262676238923
1095,Norway,NOR,2015,0.2749689569653887
1096,Norway,NOR,2016,0.2849374554946253
1097,Norway,NOR,2017,0.2698733019714261
1098,Norway,NOR,2018,0.2756086233181647
1099,Norway,NOR,2019,0.2774228333486966
1100,Pakistan,PAK,2001,0.2865302099492094
1101,Pakistan,PAK,2004,0.3088610689880585
1102,Pakistan,PAK,2005,0.3126125379944251
1103,Pakistan,PAK,2007,0.2966950242008341
1104,Pakistan,PAK,2010,0.2878086383231297
1105,Pakistan,PAK,2011,0.2969795699158645
1106,Pakistan,PAK,2013,0.2952857307972768
1107,Pakistan,PAK,2015,0.3129126582255978
1108,Pakistan,PAK,2018,0.2958926559759773
1109,Palestine,PSE,2004,0.3404466053365624
1110,Palestine,PSE,2005,0.3474262428501234
1111,Palestine,PSE,2006,0.3395928280785975
1112,Palestine,PSE,2007,0.3560607731905985
1113,Palestine,PSE,2009,0.3446397462239946
1114,Palestine,PSE,2010,0.3529443247019245
1115,Palestine,PSE,2011,0.3441523749943733
1116,Palestine,PSE,2016,0.3369004051320635
1117,Panama,PAN,2000,0.5663901582580795
1118,Panama,PAN,2001,0.5674528042752471
1119,Panama,PAN,2002,0.5610197557862507
1120,Panama,PAN,2003,0.5566278822928872
1121,Panama,PAN,2004,0.5478012519103067
1122,Panama,PAN,2005,0.5381147030346631
1123,Panama,PAN,2006,0.546454024362735
1124,Panama,PAN,2007,0.5268925913488975
1125,Panama,PAN,2008,0.5269338364776663
1126,Panama,PAN,2009,0.5177117253897582
1127,Panama,PAN,2010,0.5160976183841732
1128,Panama,PAN,2011,0.5134831487183773
1129,Panama,PAN,2012,0.5173995612001872
1130,Panama,PAN,2013,0.5145719500333703
1131,Panama,PAN,2014,0.504668693169575
1132,Panama,PAN,2015,0.5080666314561102
1133,Panama,PAN,2016,0.5040773378206999
1134,Panama,PAN,2017,0.4988850259167593
1135,Panama,PAN,2018,0.4921247336244875
1136,Panama,PAN,2019,0.4983833602790184
1137,Papua New Guinea,PNG,2009,0.4185078829357138
1138,Paraguay,PRY,2001,0.5462930095224803
1139,Paraguay,PRY,2002,0.5727629008419797
1140,Paraguay,PRY,2003,0.5493835232640619
1141,Paraguay,PRY,2004,0.5226281358713497
1142,Paraguay,PRY,2005,0.5138179211117202
1143,Paraguay,PRY,2006,0.5299548862033149
1144,Paraguay,PRY,2007,0.530412062951908
1145,Paraguay,PRY,2008,0.5070475213203498
1146,Paraguay,PRY,2009,0.4914576218119505
1147,Paraguay,PRY,2010,0.5098243768628754
1148,Paraguay,PRY,2011,0.523099315700827
1149,Paraguay,PRY,2012,0.4763356303104287
1150,Paraguay,PRY,2013,0.4793603119212047
1151,Paraguay,PRY,2014,0.5070264499777732
1152,Paraguay,PRY,2015,0.4760590928201872
1153,Paraguay,PRY,2016,0.4789971774503212
1154,Paraguay,PRY,2017,0.4854749285101462
1155,Paraguay,PRY,2018,0.4595510185938907
1156,Paraguay,PRY,2019,0.4565063751375771
1157,Peru,PER,2000,0.4907336327805884
1158,Peru,PER,2001,0.5130633346979149
1159,Peru,PER,2002,0.5356592289403113
1160,Peru,PER,2003,0.5308132749224509
1161,Peru,PER,2004,0.4988085038060464
1162,Peru,PER,2005,0.5045135662734148
1163,Peru,PER,2006,0.5033285748582363
1164,Peru,PER,2007,0.5002204079292047
1165,Peru,PER,2008,0.4748733791288847
1166,Peru,PER,2009,0.4700658072240197
1167,Peru,PER,2010,0.4553792556791382
1168,Peru,PER,2011,0.4466015186455083
1169,Peru,PER,2012,0.444404086702713
1170,Peru,PER,2013,0.4388289662627358
1171,Peru,PER,2014,0.4313922532041939
1172,Peru,PER,2015,0.4335640012823588
1173,Peru,PER,2016,0.4363925620759807
1174,Peru,PER,2017,0.4329279002664619
1175,Peru,PER,2018,0.4238764789835111
1176,Peru,PER,2019,0.4156278463518366
1177,Philippines,PHL,2000,0.4279947242005686
1178,Philippines,PHL,2003,0.4149465784544364
1179,Philippines,PHL,2006,0.428588396076737
1180,Philippines,PHL,2009,0.4176033847577143
1181,Philippines,PHL,2012,0.4222432950474153
1182,Philippines,PHL,2015,0.4035149924050956
1183,Philippines,PHL,2018,0.3781170617851155
1184,Poland,POL,2000,0.3296553694310929
1185,Poland,POL,2001,0.3284902632204435
1186,Poland,POL,2002,0.3405020591770907
1187,Poland,POL,2003,0.3491133370312771
1188,Poland,POL,2004,0.3542606082528734
1189,Poland,POL,2005,0.3449257930325508
1190,Poland,POL,2006,0.3370911610510997
1191,Poland,POL,2007,0.3350893890687124
1192,Poland,POL,2008,0.3371704204205814
1193,Poland,POL,2009,0.3357808903813624
1194,Poland,POL,2010,0.3321883360584667
1195,Poland,POL,2011,0.3277634344074295
1196,Poland,POL,2012,0.3239127715274413
1197,Poland,POL,2013,0.3254952035893118
1198,Poland,POL,2014,0.3208015384598016
1199,Poland,POL,2015,0.3182352887366851
1200,Poland,POL,2016,0.3079634761406324
1201,Poland,POL,2017,0.3029658132299097
1202,Poland,POL,2018,0.3114104860909653
1203,Poland,POL,2019,0.3023947236495212
1204,Portugal,PRT,2003,0.3877535169440105
1205,Portugal,PRT,2004,0.3893883618417201
1206,Portugal,PRT,2005,0.384800724074047
1207,Portugal,PRT,2006,0.3806077986968299
1208,Portugal,PRT,2007,0.3675018319423768
1209,Portugal,PRT,2008,0.3663415096864779
1210,Portugal,PRT,2009,0.349074152093108
1211,Portugal,PRT,2010,0.3584467048370872
1212,Portugal,PRT,2011,0.3634467741802837
1213,Portugal,PRT,2012,0.3603479237580412
1214,Portugal,PRT,2013,0.3618710435868763
1215,Portugal,PRT,2014,0.3556217280605046
1216,Portugal,PRT,2015,0.3552330233489519
1217,Portugal,PRT,2016,0.3519051831355122
1218,Portugal,PRT,2017,0.3380384116138792
1219,Portugal,PRT,2018,0.3349256255753483
1220,Portugal,PRT,2019,0.3276274723608108
1221,Romania,ROU,2000,0.2932386375143516
1222,Romania,ROU,2001,0.2942905880046687
1223,Romania,ROU,2002,0.3022993890663247
1224,Romania,ROU,2003,0.2991128716954949
1225,Romania,ROU,2004,0.3003937206153243
1226,Romania,ROU,2005,0.2981939127574521
1227,Romania,ROU,2006,0.3046429641514524
1228,Romania,ROU,2007,0.3020728975630143
1229,Romania,ROU,2008,0.2958381150128335
1230,Romania,ROU,2009,0.2818934636147026
1231,Romania,ROU,2010,0.2815823775748284
1232,Romania,ROU,2011,0.2721151985334069
1233,Romania,ROU,2012,0.2733423763804716
1234,Romania,ROU,2013,0.274506993151125
1235,Romania,ROU,2014,0.3601153965450384
1236,Romania,ROU,2015,0.3591389061710718
1237,Romania,ROU,2016,0.2834570482756305
1238,Romania,ROU,2017,0.3601682788220033
1239,Romania,ROU,2018,0.2878286630772367
1240,Romania,ROU,2019,0.3480420009767005
1241,Russia,RUS,2000,0.3709282925087551
1242,Russia,RUS,2001,0.3692511493925241
1243,Russia,RUS,2002,0.3728382979310531
1244,Russia,RUS,2003,0.3997157009638441
1245,Russia,RUS,2004,0.4031584216641671
1246,Russia,RUS,2005,0.4126560555606098
1247,Russia,RUS,2006,0.4095095052990708
1248,Russia,RUS,2007,0.4227247301300453
1249,Russia,RUS,2008,0.4156858509258975
1250,Russia,RUS,2009,0.398456008943557
1251,Russia,RUS,2010,0.3954897759829826
1252,Russia,RUS,2011,0.3974931440720012
1253,Russia,RUS,2012,0.4071482692350807
1254,Russia,RUS,2013,0.4088442434925359
1255,Russia,RUS,2014,0.3988122189329656
1256,Russia,RUS,2015,0.3774084155026237
1257,Russia,RUS,2016,0.3684849933580647
1258,Russia,RUS,2017,0.3723907096459149
1259,Russia,RUS,2018,0.3747300623276348
1260,Russia,RUS,2019,0.376914373493935
1261,Rwanda,RWA,2000,0.4854727262685334
1262,Rwanda,RWA,2005,0.5203941415445975
1263,Rwanda,RWA,2010,0.4722241391022059
1264,Rwanda,RWA,2013,0.4511283185925631
1265,Rwanda,RWA,2016,0.4371004775710727
1266,Saint Lucia,LCA,2016,0.5123330781386317
1267,Samoa,WSM,2002,0.4073551967869282
1268,Samoa,WSM,2008,0.4204654858949942
1269,Samoa,WSM,2013,0.3873180976093429
1270,Sao Tome and Principe,STP,2000,0.3212589349646021
1271,Sao Tome and Principe,STP,2010,0.3082126903380406
1272,Sao Tome and Principe,STP,2017,0.407495920046912
1273,Senegal,SEN,2001,0.4122943555680159
1274,Senegal,SEN,2005,0.3922228187854657
1275,Senegal,SEN,2011,0.4028522509477502
1276,Senegal,SEN,2018,0.3812247243714417
1277,Serbia,SRB,2002,0.327437534145417
1278,Serbia,SRB,2003,0.3282897702973938
1279,Serbia,SRB,2004,0.3547364958589841
1280,Serbia,SRB,2005,0.3646042331619999
1281,Serbia,SRB,2006,0.2972947896859017
1282,Serbia,SRB,2007,0.2870669932974049
1283,Serbia,SRB,2008,0.2756142113766773
1284,Serbia,SRB,2009,0.2797414927715403
1285,Serbia,SRB,2010,0.2901660527125218
1286,Serbia,SRB,2012,0.3992465865803568
1287,Serbia,SRB,2013,0.2901711378407903
1288,Serbia,SRB,2014,0.4049414497713778
1289,Serbia,SRB,2015,0.2851573608617739
1290,Serbia,SRB,2016,0.3883249686323299
1291,Serbia,SRB,2017,0.3615189693594668
1292,Serbia,SRB,2018,0.3035105750536732
1293,Serbia,SRB,2019,0.2895324609279349
1294,Seychelles,SYC,2006,0.4276761658445019
1295,Seychelles,SYC,2013,0.468227879082179
1296,Seychelles,SYC,2018,0.3212531971098882
1297,Sierra Leone,SLE,2003,0.4016773200047254
1298,Sierra Leone,SLE,2011,0.3403023931617639
1299,Sierra Leone,SLE,2018,0.3569017755923102
1300,Slovakia,SVK,2004,0.2893738847445318
1301,Slovakia,SVK,2005,0.2983442504089322
1302,Slovakia,SVK,2006,0.2770951018627499
1303,Slovakia,SVK,2007,0.2800483364421787
1304,Slovakia,SVK,2008,0.2687439580885755
1305,Slovakia,SVK,2009,0.2601609669790193
1306,Slovakia,SVK,2010,0.2731571993554627
1307,Slovakia,SVK,2011,0.2653837833459054
1308,Slovakia,SVK,2012,0.2611629567378295
1309,Slovakia,SVK,2013,0.2808620880814292
1310,Slovakia,SVK,2014,0.2610663498222747
1311,Slovakia,SVK,2015,0.2649165693807379
1312,Slovakia,SVK,2016,0.251677466813976
1313,Slovakia,SVK,2017,0.232377509533761
1314,Slovakia,SVK,2018,0.2497014747752156
1315,Slovakia,SVK,2019,0.2323232449754634
1316,Slovenia,SVN,2002,0.2912161062763577
1317,Slovenia,SVN,2003,0.3086602284751248
1318,Slovenia,SVN,2004,0.2479073844829588
1319,Slovenia,SVN,2005,0.2463486319363991
1320,Slovenia,SVN,2006,0.2436392681606721
1321,Slovenia,SVN,2007,0.2435475319189814
1322,Slovenia,SVN,2008,0.2371801896351163
1323,Slovenia,SVN,2009,0.2478773525866067
1324,Slovenia,SVN,2010,0.2493325952981788
1325,Slovenia,SVN,2011,0.2486803368145232
1326,Slovenia,SVN,2012,0.2558550226177477
1327,Slovenia,SVN,2013,0.2624110437602677
1328,Slovenia,SVN,2014,0.2565753466099901
1329,Slovenia,SVN,2015,0.2540846455145271
1330,Slovenia,SVN,2016,0.24757935942121
1331,Slovenia,SVN,2017,0.2421930734814624
1332,Slovenia,SVN,2018,0.2463336450390815
1333,Slovenia,SVN,2019,0.243842324377418
1334,Solomon Islands,SLB,2005,0.4609685211542708
1335,Solomon Islands,SLB,2012,0.3705492697316315
1336,Somalia,SOM,2017,0.3682240512362978
1337,South Africa,ZAF,2000,0.5776966176070735
1338,South Africa,ZAF,2005,0.6476248863080387
1339,South Africa,ZAF,2008,0.6300899730435641
1340,South Africa,ZAF,2010,0.6338318797190594
1341,South Africa,ZAF,2014,0.6302607272842363
1342,South Korea,KOR,2006,0.3170298418649911
1343,South Korea,KOR,2008,0.3232483259237093
1344,South Korea,KOR,2010,0.3202122456334625
1345,South Korea,KOR,2012,0.315580516616974
1346,South Korea,KOR,2014,0.3119290458117106
1347,South Korea,KOR,2016,0.3140485646808573
1348,South Sudan,SSD,2009,0.4634066069033974
1349,South Sudan,SSD,2016,0.4414412815221023
1350,Spain,ESP,2000,0.3425104550176747
1351,Spain,ESP,2003,0.3180466497223043
1352,Spain,ESP,2004,0.3330529238375525
1353,Spain,ESP,2005,0.3243563868729888
1354,Spain,ESP,2006,0.3354522649419021
1355,Spain,ESP,2007,0.3413883399203714
1356,Spain,ESP,2008,0.3422157251835024
1357,Spain,ESP,2009,0.3492612562751039
1358,Spain,ESP,2010,0.3524683705170984
1359,Spain,ESP,2011,0.3569860433175269
1360,Spain,ESP,2012,0.3540633036321468
1361,Spain,ESP,2013,0.3618516715223187
1362,Spain,ESP,2014,0.3605441354992985
1363,Spain,ESP,2015,0.3618141917496763
1364,Spain,ESP,2016,0.3575989420946041
1365,Spain,ESP,2017,0.3465454688035377
1366,Spain,ESP,2018,0.3471894730060089
1367,Spain,ESP,2019,0.3430583682060837
1368,Sri Lanka,LKA,2002,0.4017190631555385
1369,Sri Lanka,LKA,2006,0.3966901941283061
1370,Sri Lanka,LKA,2009,0.3605415245038914
1371,Sri Lanka,LKA,2012,0.3871360847673564
1372,Sri Lanka,LKA,2016,0.3934577335702165
1373,Sudan,SDN,2009,0.3539533699120034
1374,Sudan,SDN,2014,0.3424319710758947
1375,Sweden,SWE,2000,0.2723644183848696
1376,Sweden,SWE,2003,0.2526974636472313
1377,Sweden,SWE,2004,0.261421743703189
1378,Sweden,SWE,2005,0.2682567589432998
1379,Sweden,SWE,2006,0.2635249277764486
1380,Sweden,SWE,2007,0.2711610523548812
1381,Sweden,SWE,2008,0.2812133563553238
1382,Sweden,SWE,2009,0.2734146969462609
1383,Sweden,SWE,2010,0.2773816077441871
1384,Sweden,SWE,2011,0.2760662244844291
1385,Sweden,SWE,2012,0.2764537942301525
1386,Sweden,SWE,2013,0.2882522062893209
1387,Sweden,SWE,2014,0.2838972273945099
1388,Sweden,SWE,2015,0.2921019079394952
1389,Sweden,SWE,2016,0.2956217445103507
1390,Sweden,SWE,2017,0.2877460335084787
1391,Sweden,SWE,2018,0.2997418872901206
1392,Sweden,SWE,2019,0.2930557488143821
1393,Switzerland,CHE,2000,0.3343105516428951
1394,Switzerland,CHE,2002,0.3168673135155866
1395,Switzerland,CHE,2006,0.3391880770536449
1396,Switzerland,CHE,2007,0.3425553477215742
1397,Switzerland,CHE,2008,0.3379469993554607
1398,Switzerland,CHE,2009,0.3285585629562867
1399,Switzerland,CHE,2010,0.3255303043163378
1400,Switzerland,CHE,2011,0.3171361852725853
1401,Switzerland,CHE,2012,0.315671265122233
1402,Switzerland,CHE,2013,0.3246218725588848
1403,Switzerland,CHE,2014,0.325256587142953
1404,Switzerland,CHE,2015,0.3230695715732447
1405,Switzerland,CHE,2016,0.3304245095832954
1406,Switzerland,CHE,2017,0.3267633398191087
1407,Switzerland,CHE,2018,0.3314105099791198
1408,Syria,SYR,2003,0.3751460320008767
1409,Taiwan,TWN,2000,0.3111147642819535
1410,Taiwan,TWN,2005,0.3217958497927745
1411,Taiwan,TWN,2007,0.3212456807204418
1412,Taiwan,TWN,2010,0.332133256866174
1413,Taiwan,TWN,2013,0.3248738519798141
1414,Taiwan,TWN,2016,0.3148271564455893
1415,Tajikistan,TJK,2003,0.3272269296189066
1416,Tajikistan,TJK,2004,0.336019493375592
1417,Tajikistan,TJK,2007,0.3219161435243549
1418,Tajikistan,TJK,2009,0.3077495443803508
1419,Tajikistan,TJK,2015,0.3399571811927981
1420,Tanzania,TZA,2000,0.373011277500434
1421,Tanzania,TZA,2007,0.4027909686586264
1422,Tanzania,TZA,2011,0.3778314946114351
1423,Tanzania,TZA,2018,0.404912299517734
1424,Thailand,THA,2000,0.4283366783404214
1425,Thailand,THA,2002,0.4194449593262794
1426,Thailand,THA,2004,0.4254031264032826
1427,Thailand,THA,2006,0.4181903387576552
1428,Thailand,THA,2007,0.3976151643249218
1429,Thailand,THA,2008,0.4028827392424196
1430,Thailand,THA,2009,0.3960126382507482
1431,Thailand,THA,2010,0.394027714251103
1432,Thailand,THA,2011,0.3745903339996365
1433,Thailand,THA,2012,0.3925666918030284
1434,Thailand,THA,2013,0.378471081713842
1435,Thailand,THA,2014,0.3703266404572573
1436,Thailand,THA,2015,0.3598733274727441
1437,Thailand,THA,2016,0.3689062793540487
1438,Thailand,THA,2017,0.365287549604085
1439,Thailand,THA,2018,0.3641217335828974
1440,Thailand,THA,2019,0.3485572199931106
1441,Timor,TLS,2001,0.3593529222877291
1442,Timor,TLS,2007,0.2782331599000893
1443,Timor,TLS,2014,0.2865292638048232
1444,Togo,TGO,2006,0.4221257523333056
1445,Togo,TGO,2011,0.4602058197214784
1446,Togo,TGO,2015,0.430561394127911
1447,Togo,TGO,2018,0.423522255447358
1448,Tonga,TON,2000,0.3769017598485278
1449,Tonga,TON,2009,0.3749648784302013
